FIPS Code,Place Name,Place Type
39087,Lawrence County,County
39089,Licking County,County
39091,Logan County,County
39093,Lorain County,County
39095,Lucas County,County
39097,Madison County,County
39099,Mahoning County,County
39101,Marion County,County
39103,Medina County,County
39105,Meigs County,County
39107,Mercer County,County
39109,Miami County,County
39111,Monroe County,County
39113,Montgomery County,County
39115,Morgan County,County
39117,Morrow County,County
39119,Muskingum County,County
39121,Noble County,County
39123,Ottawa County,County
39125,Paulding County,County
39127,Perry County,County
39129,Pickaway County,County
39131,Pike County,County
39133,Portage County,County
39135,Preble County,County
39137,Putnam County,County
39139,Richland County,County
39141,Ross County,County
39143,Sandusky County,County
39145,Scioto County,County
39147,Seneca County,County
39149,Shelby County,County
39151,Stark County,County
39153,Summit County,County
39155,Trumbull County,County
39157,Tuscarawas County,County
39159,Union County,County
39161,Van Wert County,County
39163,Vinton County,County
39165,Warren County,County
39167,Washington County,County
39169,Wayne County,County
39171,Williams County,County
39173,Wood County,County
39175,Wyandot County,County
40000,Oklahoma,County
40001,Adair County,County
40003,Alfalfa County,County
40005,Atoka County,County
40007,Beaver County,County
40009,Beckham County,County
40011,Blaine County,County
40013,Bryan County,County
40015,Caddo County,County
40017,Canadian County,County
40019,Carter County,County
40021,Cherokee County,County
40023,Choctaw County,County
40025,Cimarron County,County
40027,Cleveland County,County
40029,Coal County,County
40031,Comanche County,County
40033,Cotton County,County
40035,Craig County,County
40037,Creek County,County
40039,Custer County,County
40041,Delaware County,County
40043,Dewey County,County
40045,Ellis County,County
40047,Garfield County,County
40049,Garvin County,County
40051,Grady County,County
40053,Grant County,County
40055,Greer County,County
40057,Harmon County,County
40059,Harper County,County
40061,Haskell County,County
40063,Hughes County,County
40065,Jackson County,County
40067,Jefferson County,County
40069,Johnston County,County
40071,Kay County,County
40073,Kingfisher County,County
40075,Kiowa County,County
40077,Latimer County,County
40079,Le Flore County,County
40081,Lincoln County,County
40083,Logan County,County
40085,Love County,County
40087,McClain County,County
40089,McCurtain County,County
40091,McIntosh County,County
40093,Major County,County
40095,Marshall County,County
40097,Mayes County,County
40099,Murray County,County
40101,Muskogee County,County
40103,Noble County,County
40105,Nowata County,County
40107,Okfuskee County,County
40109,Oklahoma County,County
40111,Okmulgee County,County
40113,Osage County,County
40115,Ottawa County,County
40117,Pawnee County,County
40119,Payne County,County
40121,Pittsburg County,County
40123,Pontotoc County,County
40125,Pottawatomie County,County
40127,Pushmataha County,County
40129,Roger Mills County,County
40131,Rogers County,County
40133,Seminole County,County
40135,Sequoyah County,County
40137,Stephens County,County
40139,Texas County,County
40141,Tillman County,County
40143,Tulsa County,County
40145,Wagoner County,County
40147,Washington County,County
40149,Washita County,County
40151,Woods County,County
40153,Woodward County,County
41000,Oregon,County
41001,Baker County,County
41003,Benton County,County
41005,Clackamas County,County
41007,Clatsop County,County
41009,Columbia County,County
41011,Coos County,County
41013,Crook County,County
41015,Curry County,County
41017,Deschutes County,County
41019,Douglas County,County
41021,Gilliam County,County
41023,Grant County,County
41025,Harney County,County
41027,Hood River County,County
41029,Jackson County,County
41031,Jefferson County,County
41033,Josephine County,County
41035,Klamath County,County
41037,Lake County,County
41039,Lane County,County
41041,Lincoln County,County
41043,Linn County,County
41045,Malheur County,County
41047,Marion County,County
41049,Morrow County,County
41051,Multnomah County,County
41053,Polk County,County
41055,Sherman County,County
41057,Tillamook County,County
41059,Umatilla County,County
41061,Union County,County
41063,Wallowa County,County
41065,Wasco County,County
41067,Washington County,County
41069,Wheeler County,County
41071,Yamhill County,County
42000,Pennsylvania,County
42001,Adams County,County
42003,Allegheny County,County
42005,Armstrong County,County
42007,Beaver County,County
42009,Bedford County,County
42011,Berks County,County
42013,Blair County,County
42015,Bradford County,County
42017,Bucks County,County
42019,Butler County,County
42021,Cambria County,County
42023,Cameron County,County
42025,Carbon County,County
42027,Centre County,County
42029,Chester County,County
42031,Clarion County,County
42033,Clearfield County,County
42035,Clinton County,County
42037,Columbia County,County
42039,Crawford County,County
42041,Cumberland County,County
42043,Dauphin County,County
42045,Delaware County,County
42047,Elk County,County
42049,Erie County,County
42051,Fayette County,County
42053,Forest County,County
42055,Franklin County,County
42057,Fulton County,County
42059,Greene County,County
42061,Huntingdon County,County
42063,Indiana County,County
42065,Jefferson County,County
42067,Juniata County,County
42069,Lackawanna County,County
42071,Lancaster County,County
42073,Lawrence County,County
42075,Lebanon County,County
42077,Lehigh County,County
42079,Luzerne County,County
42081,Lycoming County,County
42083,Mc Kean County,County
42085,Mercer County,County
42087,Mifflin County,County
42089,Monroe County,County
42091,Montgomery County,County
42093,Montour County,County
42095,Northampton County,County
42097,Northumberland County,County
42099,Perry County,County
42101,Philadelphia County,County
42103,Pike County,County
42105,Potter County,County
42107,Schuylkill County,County
42109,Snyder County,County
42111,Somerset County,County
42113,Sullivan County,County
42115,Susquehanna County,County
42117,Tioga County,County
42119,Union County,County
42121,Venango County,County
42123,Warren County,County
42125,Washington County,County
42127,Wayne County,County
42129,Westmoreland County,County
42131,Wyoming County,County
42133,York County,County
44000,Rhode Island,County
44001,Bristol County,County
44003,Kent County,County
44005,Newport County,County
44007,Providence County,County
44009,Washington County,County
45000,South Carolina,County
45001,Abbeville County,County
45003,Aiken County,County
45005,Allendale County,County
45007,Anderson County,County
45009,Bamberg County,County
45011,Barnwell County,County
45013,Beaufort County,County
45015,Berkeley County,County
45017,Calhoun County,County
45019,Charleston County,County
45021,Cherokee County,County
45023,Chester County,County
45025,Chesterfield County,County
45027,Clarendon County,County
45029,Colleton County,County
45031,Darlington County,County
45033,Dillon County,County
45035,Dorchester County,County
45037,Edgefield County,County
45039,Fairfield County,County
45041,Florence County,County
45043,Georgetown County,County
45045,Greenville County,County
45047,Greenwood County,County
45049,Hampton County,County
45051,Horry County,County
45053,Jasper County,County
45055,Kershaw County,County
45057,Lancaster County,County
45059,Laurens County,County
45061,Lee County,County
45063,Lexington County,County
45065,McCormick County,County
45067,Marion County,County
45069,Marlboro County,County
45071,Newberry County,County
45073,Oconee County,County
45075,Orangeburg County,County
45077,Pickens County,County
45079,Richland County,County
45081,Saluda County,County
45083,Spartanburg County,County
45085,Sumter County,County
45087,Union County,County
45089,Williamsburg County,County
45091,York County,County
46000,South Dakota,County
46003,Aurora County,County
46005,Beadle County,County
46007,Bennett County,County
46009,Bon Homme County,County
46011,Brookings County,County
46013,Brown County,County
46015,Brule County,County
46017,Buffalo County,County
46019,Butte County,County
46021,Campbell County,County
46023,Charles Mix County,County
46025,Clark County,County
46027,Clay County,County
46029,Codington County,County
46031,Corson County,County
46033,Custer County,County
46035,Davison County,County
46037,Day County,County
46039,Deuel County,County
46041,Dewey County,County
46043,Douglas County,County
46045,Edmunds County,County
46047,Fall River County,County
46049,Faulk County,County
46051,Grant County,County
46053,Gregory County,County
46055,Haakon County,County
46057,Hamlin County,County
46059,Hand County,County
46061,Hanson County,County
46063,Harding County,County
46065,Hughes County,County
46067,Hutchinson County,County
46069,Hyde County,County
46071,Jackson County,County
46073,Jerauld County,County
46075,Jones County,County
46077,Kingsbury County,County
46079,Lake County,County
46081,Lawrence County,County
46083,Lincoln County,County
46085,Lyman County,County
46087,McCook County,County
46089,McPherson County,County
46091,Marshall County,County
46093,Meade County,County
46095,Mellette County,County
46097,Miner County,County
46099,Minnehaha County,County
46101,Moody County,County
46103,Pennington County,County
46105,Perkins County,County
46107,Potter County,County
46109,Roberts County,County
46111,Sanborn County,County
46113,Shannon County,County
46115,Spink County,County
46117,Stanley County,County
46119,Sully County,County
46121,Todd County,County
46123,Tripp County,County
46125,Turner County,County
46127,Union County,County
46129,Walworth County,County
46135,Yankton County,County
46137,Ziebach County,County
47000,Tennessee,County
47001,Anderson County,County
47003,Bedford County,County
47005,Benton County,County
47007,Bledsoe County,County
47009,Blount County,County
47011,Bradley County,County
47013,Campbell County,County
47015,Cannon County,County
47017,Carroll County,County
47019,Carter County,County
47021,Cheatham County,County
47023,Chester County,County
47025,Claiborne County,County
47027,Clay County,County
47029,Cocke County,County
47031,Coffee County,County
47033,Crockett County,County
47035,Cumberland County,County
47037,Davidson County,County
47039,Decatur County,County
47041,DeKalb County,County
47043,Dickson County,County
47045,Dyer County,County
47047,Fayette County,County
47049,Fentress County,County
47051,Franklin County,County
47053,Gibson County,County
47055,Giles County,County
47057,Grainger County,County
47059,Greene County,County
47061,Grundy County,County
47063,Hamblen County,County
47065,Hamilton County,County
47067,Hancock County,County
47069,Hardeman County,County
47071,Hardin County,County
47073,Hawkins County,County
47075,Haywood County,County
47077,Henderson County,County
47079,Henry County,County
47081,Hickman County,County
47083,Houston County,County
47085,Humphreys County,County
47087,Jackson County,County
47089,Jefferson County,County
47091,Johnson County,County
47093,Knox County,County
47095,Lake County,County
47097,Lauderdale County,County
47099,Lawrence County,County
47101,Lewis County,County
47103,Lincoln County,County
47105,Loudon County,County
47107,McMinn County,County
47109,McNairy County,County
47111,Macon County,County
47113,Madison County,County
47115,Marion County,County
47117,Marshall County,County
47119,Maury County,County
47121,Meigs County,County
47123,Monroe County,County
47125,Montgomery County,County
47127,Moore County,County
47129,Morgan County,County
47131,Obion County,County
47133,Overton County,County
47135,Perry County,County
47137,Pickett County,County
47139,Polk County,County
47141,Putnam County,County
47143,Rhea County,County
47145,Roane County,County
47147,Robertson County,County
47149,Rutherford County,County
47151,Scott County,County
47153,Sequatchie County,County
47155,Sevier County,County
47157,Shelby County,County
47159,Smith County,County
47161,Stewart County,County
47163,Sullivan County,County
47165,Sumner County,County
47167,Tipton County,County
47169,Trousdale County,County
47171,Unicoi County,County
47173,Union County,County
47175,Van Buren County,County
47177,Warren County,County
47179,Washington County,County
47181,Wayne County,County
47183,Weakley County,County
47185,White County,County
47187,Williamson County,County
47189,Wilson County,County
48000,Texas,County
48001,Anderson County,County
48003,Andrews County,County
48005,Angelina County,County
48007,Aransas County,County
48009,Archer County,County
48011,Armstrong County,County
48013,Atascosa County,County
48015,Austin County,County
48017,Bailey County,County
48019,Bandera County,County
48021,Bastrop County,County
48023,Baylor County,County
48025,Bee County,County
48027,Bell County,County
48029,Bexar County,County
48031,Blanco County,County
48033,Borden County,County
48035,Bosque County,County
48037,Bowie County,County
48039,Brazoria County,County
48041,Brazos County,County
48043,Brewster County,County
48045,Briscoe County,County
48047,Brooks County,County
48049,Brown County,County
48051,Burleson County,County
48053,Burnet County,County
48055,Caldwell County,County
48057,Calhoun County,County
48059,Callahan County,County
48061,Cameron County,County
48063,Camp County,County
48065,Carson County,County
48067,Cass County,County
48069,Castro County,County
48071,Chambers County,County
48073,Cherokee County,County
48075,Childress County,County
48077,Clay County,County
48079,Cochran County,County
48081,Coke County,County
48083,Coleman County,County
48085,Collin County,County
48087,Collingsworth County,County
48089,Colorado County,County
48091,Comal County,County
48093,Comanche County,County
48095,Concho County,County
48097,Cooke County,County
48099,Coryell County,County
48101,Cottle County,County
48103,Crane County,County
48105,Crockett County,County
48107,Crosby County,County
48109,Culberson County,County
48111,Dallam County,County
48113,Dallas County,County
48115,Dawson County,County
48117,Deaf Smith County,County
48119,Delta County,County
48121,Denton County,County
48123,DeWitt County,County
48125,Dickens County,County
48127,Dimmit County,County
48129,Donley County,County
48131,Duval County,County
48133,Eastland County,County
48135,Ector County,County
48137,Edwards County,County
48139,Ellis County,County
48141,El Paso County,County
48143,Erath County,County
48145,Falls County,County
48147,Fannin County,County
48149,Fayette County,County
48151,Fisher County,County
48153,Floyd County,County
48155,Foard County,County
48157,Fort Bend County,County
48159,Franklin County,County
48161,Freestone County,County
48163,Frio County,County
48165,Gaines County,County
48167,Galveston County,County
48169,Garza County,County
48171,Gillespie County,County
48173,Glasscock County,County
48175,Goliad County,County
48177,Gonzales County,County
48179,Gray County,County
48181,Grayson County,County
48183,Gregg County,County
48185,Grimes County,County
48187,Guadalupe County,County
48189,Hale County,County
48191,Hall County,County
48193,Hamilton County,County
48195,Hansford County,County
48197,Hardeman County,County
48199,Hardin County,County
48201,Harris County,County
48203,Harrison County,County
48205,Hartley County,County
48207,Haskell County,County
48209,Hays County,County
48211,Hemphill County,County
48213,Henderson County,County
48215,Hidalgo County,County
48217,Hill County,County
48219,Hockley County,County
48221,Hood County,County
48223,Hopkins County,County
48225,Houston County,County
48227,Howard County,County
48229,Hudspeth County,County
48231,Hunt County,County
48233,Hutchinson County,County
48235,Irion County,County
48237,Jack County,County
48239,Jackson County,County
48241,Jasper County,County
48243,Jeff Davis County,County
48245,Jefferson County,County
48247,Jim Hogg County,County
48249,Jim Wells County,County
48251,Johnson County,County
48253,Jones County,County
48255,Karnes County,County
48257,Kaufman County,County
48259,Kendall County,County
48261,Kenedy County,County
48263,Kent County,County
48265,Kerr County,County
48267,Kimble County,County
48269,King County,County
48271,Kinney County,County
48273,Kleberg County,County
48275,Knox County,County
48277,Lamar County,County
48279,Lamb County,County
48281,Lampasas County,County
48283,La Salle County,County
48285,Lavaca County,County
48287,Lee County,County
48289,Leon County,County
48291,Liberty County,County
48293,Limestone County,County
48295,Lipscomb County,County
48297,Live Oak County,County
48299,Llano County,County
48301,Loving County,County
48303,Lubbock County,County
48305,Lynn County,County
48307,McCulloch County,County
48309,McLennan County,County
48311,McMullen County,County
48313,Madison County,County
48315,Marion County,County
48317,Martin County,County
48319,Mason County,County
48321,Matagorda County,County
48323,Maverick County,County
48325,Medina County,County
48327,Menard County,County
48329,Midland County,County
48331,Milam County,County
48333,Mills County,County
48335,Mitchell County,County
48337,Montague County,County
48339,Montgomery County,County
48341,Moore County,County
48343,Morris County,County
48345,Motley County,County
48347,Nacogdoches County,County
48349,Navarro County,County
48351,Newton County,County
48353,Nolan County,County
48355,Nueces County,County
48357,Ochiltree County,County
48359,Oldham County,County
48361,Orange County,County
48363,Palo Pinto County,County
48365,Panola County,County
48367,Parker County,County
48369,Parmer County,County
48371,Pecos County,County
48373,Polk County,County
48375,Potter County,County
48377,Presidio County,County
48379,Rains County,County
48381,Randall County,County
48383,Reagan County,County
48385,Real County,County
48387,Red River County,County
48389,Reeves County,County
48391,Refugio County,County
48393,Roberts County,County
48395,Robertson County,County
48397,Rockwall County,County
48399,Runnels County,County
48401,Rusk County,County
48403,Sabine County,County
48405,San Augustine County,County
48407,San Jacinto County,County
48409,San Patricio County,County
48411,San Saba County,County
48413,Schleicher County,County
48415,Scurry County,County
48417,Shackelford County,County
48419,Shelby County,County
48421,Sherman County,County
48423,Smith County,County
48425,Somervell County,County
48427,Starr County,County
48429,Stephens County,County
48431,Sterling County,County
48433,Stonewall County,County
48435,Sutton County,County
48437,Swisher County,County
48439,Tarrant County,County
48441,Taylor County,County
48443,Terrell County,County
48445,Terry County,County
48447,Throckmorton County,County
48449,Titus County,County
48451,Tom Green County,County
48453,Travis County,County
48455,Trinity County,County
48457,Tyler County,County
48459,Upshur County,County
48461,Upton County,County
48463,Uvalde County,County
48465,Val Verde County,County
48467,Van Zandt County,County
48469,Victoria County,County
48471,Walker County,County
48473,Waller County,County
48475,Ward County,County
48477,Washington County,County
48479,Webb County,County
48481,Wharton County,County
48483,Wheeler County,County
48485,Wichita County,County
48487,Wilbarger County,County
48489,Willacy County,County
48491,Williamson County,County
48493,Wilson County,County
48495,Winkler County,County
48497,Wise County,County
48499,Wood County,County
48501,Yoakum County,County
48503,Young County,County
48505,Zapata County,County
48507,Zavala County,County
49000,Utah,County
49001,Beaver County,County
49003,Box Elder County,County
49005,Cache County,County
49007,Carbon County,County
49009,Daggett County,County
49011,Davis County,County
49013,Duchesne County,County
49015,Emery County,County
49017,Garfield County,County
49019,Grand County,County
49021,Iron County,County
49023,Juab County,County
49025,Kane County,County
49027,Millard County,County
49029,Morgan County,County
49031,Piute County,County
49033,Rich County,County
49035,Salt Lake County,County
49037,San Juan County,County
49039,Sanpete County,County
49041,Sevier County,County
49043,Summit County,County
49045,Tooele County,County
49047,Uintah County,County
49049,Utah County,County
49051,Wasatch County,County
49053,Washington County,County
49055,Wayne County,County
49057,Weber County,County
50000,Vermont,County
50001,Addison County,County
50003,Bennington County,County
50005,Caledonia County,County
50007,Chittenden County,County
50009,Essex County,County
50011,Franklin County,County
50013,Grand Isle County,County
50015,Lamoille County,County
50017,Orange County,County
50019,Orleans County,County
50021,Rutland County,County
50023,Washington County,County
50025,Windham County,County
50027,Windsor County,County
51000,Virginia,County
51001,Accomack County,County
51003,Albemarle County,County
51005,Alleghany County,County
51007,Amelia County,County
51009,Amherst County,County
51011,Appomattox County,County
51013,Arlington County,County
51015,Augusta County,County
51017,Bath County,County
51019,Bedford County,County
51021,Bland County,County
51023,Botetourt County,County
51025,Brunswick County,County
51027,Buchanan County,County
51029,Buckingham County,County
51031,Campbell County,County
51033,Caroline County,County
51035,Carroll County,County
51036,Charles City County,County
51037,Charlotte County,County
51041,Chesterfield County,County
51043,Clarke County,County
51045,Craig County,County
51047,Culpeper County,County
51049,Cumberland County,County
51051,Dickenson County,County
51053,Dinwiddie County,County
51057,Essex County,County
51059,Fairfax County,County
51061,Fauquier County,County
51063,Floyd County,County
51065,Fluvanna County,County
51067,Franklin County,County
51069,Frederick County,County
51071,Giles County,County
51073,Gloucester County,County
51075,Goochland County,County
51077,Grayson County,County
51079,Greene County,County
51081,Greensville County,County
51083,Halifax County,County
51085,Hanover County,County
51087,Henrico County,County
51089,Henry County,County
51091,Highland County,County
51093,Isle of Wight County,County
51095,James City County,County
51097,King and Queen County,County
51099,King George County,County
51101,King William County,County
51103,Lancaster County,County
51105,Lee County,County
51107,Loudoun County,County
51109,Louisa County,County
51111,Lunenburg County,County
51113,Madison County,County
51115,Mathews County,County
51117,Mecklenburg County,County
51119,Middlesex County,County
51121,Montgomery County,County
51125,Nelson County,County
51127,New Kent County,County
51131,Northampton County,County
51133,Northumberland County,County
51135,Nottoway County,County
51137,Orange County,County
51139,Page County,County
51141,Patrick County,County
51143,Pittsylvania County,County
51145,Powhatan County,County
51147,Prince Edward County,County
51149,Prince George County,County
51153,Prince William County,County
51155,Pulaski County,County
51157,Rappahannock County,County
51159,Richmond County,County
51161,Roanoke County,County
51163,Rockbridge County,County
51165,Rockingham County,County
51167,Russell County,County
51169,Scott County,County
51171,Shenandoah County,County
51173,Smyth County,County
51175,Southampton County,County
51177,Spotsylvania County,County
51179,Stafford County,County
51181,Surry County,County
51183,Sussex County,County
51185,Tazewell County,County
51187,Warren County,County
51191,Washington County,County
51193,Westmoreland County,County
51195,Wise County,County
51197,Wythe County,County
51199,York County,County
51510,Alexandria city,County
51515,Bedford city,County
51520,Bristol city,County
51530,Buena Vista city,County
51540,Charlottesville city,County
51550,Chesapeake city,County
51560,Clifton Forge city,County
51570,Colonial Heights city,County
51580,Covington city,County
51590,Danville city,County
51595,Emporia city,County
51600,Fairfax city,County
51610,Falls Church city,County
51620,Franklin city,County
51630,Fredericksburg city,County
51640,Galax city,County
51650,Hampton city,County
51660,Harrisonburg city,County
51670,Hopewell city,County
51678,Lexington city,County
51680,Lynchburg city,County
51683,Manassas city,County
51685,Manassas Park city,County
51690,Martinsville city,County
51700,Newport News city,County
51710,Norfolk city,County
51720,Norton city,County
51730,Petersburg city,County
51735,Poquoson city,County
51740,Portsmouth city,County
51750,Radford city,County
51760,Richmond city,County
51770,Roanoke city,County
51775,Salem city,County
51780,South Boston city,County
51790,Staunton city,County
51800,Suffolk city,County
51810,Virginia Beach city,County
51820,Waynesboro city,County
51830,Williamsburg city,County
51840,Winchester city,County
53000,Washington,County
53001,Adams County,County
53003,Asotin County,County
53005,Benton County,County
53007,Chelan County,County
53009,Clallam County,County
53011,Clark County,County
53013,Columbia County,County
53015,Cowlitz County,County
53017,Douglas County,County
53019,Ferry County,County
53021,Franklin County,County
53023,Garfield County,County
53025,Grant County,County
53027,Grays Harbor County,County
53029,Island County,County
53031,Jefferson County,County
53033,King County,County
53035,Kitsap County,County
53037,Kittitas County,County
53039,Klickitat County,County
53041,Lewis County,County
53043,Lincoln County,County
53045,Mason County,County
53047,Okanogan County,County
53049,Pacific County,County
53051,Pend Oreille County,County
53053,Pierce County,County
53055,San Juan County,County
53057,Skagit County,County
53059,Skamania County,County
53061,Snohomish County,County
53063,Spokane County,County
53065,Stevens County,County
53067,Thurston County,County
53069,Wahkiakum County,County
53071,Walla Walla County,County
53073,Whatcom County,County
53075,Whitman County,County
53077,Yakima County,County
54000,West Virginia,County
54001,Barbour County,County
54003,Berkeley County,County
54005,Boone County,County
54007,Braxton County,County
54009,Brooke County,County
54011,Cabell County,County
54013,Calhoun County,County
54015,Clay County,County
54017,Doddridge County,County
54019,Fayette County,County
54021,Gilmer County,County
54023,Grant County,County
54025,Greenbrier County,County
54027,Hampshire County,County
54029,Hancock County,County
54031,Hardy County,County
54033,Harrison County,County
54035,Jackson County,County
54037,Jefferson County,County
54039,Kanawha County,County
54041,Lewis County,County
54043,Lincoln County,County
54045,Logan County,County
54047,McDowell County,County
54049,Marion County,County
54051,Marshall County,County
54053,Mason County,County
54055,Mercer County,County
54057,Mineral County,County
54059,Mingo County,County
54061,Monongalia County,County
54063,Monroe County,County
54065,Morgan County,County
54067,Nicholas County,County
54069,Ohio County,County
54071,Pendleton County,County
54073,Pleasants County,County
54075,Pocahontas County,County
54077,Preston County,County
54079,Putnam County,County
54081,Raleigh County,County
54083,Randolph County,County
54085,Ritchie County,County
54087,Roane County,County
54089,Summers County,County
54091,Taylor County,County
54093,Tucker County,County
54095,Tyler County,County
54097,Upshur County,County
54099,Wayne County,County
54101,Webster County,County
54103,Wetzel County,County
54105,Wirt County,County
54107,Wood County,County
54109,Wyoming County,County
55000,Wisconsin,County
55001,Adams County,County
55003,Ashland County,County
55005,Barron County,County
55007,Bayfield County,County
55009,Brown County,County
55011,Buffalo County,County
55013,Burnett County,County
55015,Calumet County,County
55017,Chippewa County,County
55019,Clark County,County
55021,Columbia County,County
55023,Crawford County,County
55025,Dane County,County
55027,Dodge County,County
55029,Door County,County
55031,Douglas County,County
55033,Dunn County,County
55035,Eau Claire County,County
55037,Florence County,County
55039,Fond du Lac County,County
55041,Forest County,County
55043,Grant County,County
55045,Green County,County
55047,Green Lake County,County
55049,Iowa County,County
55051,Iron County,County
55053,Jackson County,County
55055,Jefferson County,County
55057,Juneau County,County
55059,Kenosha County,County
55061,Kewaunee County,County
55063,La Crosse County,County
55065,Lafayette County,County
55067,Langlade County,County
55069,Lincoln County,County
55071,Manitowoc County,County
55073,Marathon County,County
55075,Marinette County,County
55077,Marquette County,County
55078,Menominee County,County
55079,Milwaukee County,County
55081,Monroe County,County
55083,Oconto County,County
55085,Oneida County,County
55087,Outagamie County,County
55089,Ozaukee County,County
55091,Pepin County,County
55093,Pierce County,County
55095,Polk County,County
55097,Portage County,County
55099,Price County,County
55101,Racine County,County
55103,Richland County,County
55105,Rock County,County
55107,Rusk County,County
55109,St. Croix County,County
55111,Sauk County,County
55113,Sawyer County,County
55115,Shawano County,County
55117,Sheboygan County,County
55119,Taylor County,County
55121,Trempealeau County,County
55123,Vernon County,County
55125,Vilas County,County
55127,Walworth County,County
55129,Washburn County,County
55131,Washington County,County
55133,Waukesha County,County
55135,Waupaca County,County
55137,Waushara County,County
55139,Winnebago County,County
55141,Wood County,County
56000,Wyoming,County
56001,Albany County,County
56003,Big Horn County,County
56005,Campbell County,County
56007,Carbon County,County
56009,Converse County,County
56011,Crook County,County
56013,Fremont County,County
56015,Goshen County,County
56017,Hot Springs County,County
56019,Johnson County,County
56021,Laramie County,County
56023,Lincoln County,County
56025,Natrona County,County
56027,Niobrara County,County
56029,Park County,County
56031,Platte County,County
56033,Sheridan County,County
56035,Sublette County,County
56037,Sweetwater County,County
56039,Teton County,County
56041,Uinta County,County
56043,Washakie County,County
56045,Weston County,County